,id_uni,name_uni,city,plz,county,address,traeger,nr_students,found_year,long,lat,ap_auf,ap_ing,ap_num,ap_mug,ap_gus,ap_ruw,ap_sloth,ap_suk,ap_kgm,ap_lsg,studies
645,a-3709,"Hochschule für angewandtes Management, Campus Neumarkt in der Oberpfalz",Neumarkt,92318,Bayern,Hahnenkammstraße 19,privat,NaN,2010,49.28848020000, 11.45501960000,"0,0%","55,6%","0,0%","0,0%","0,0%","44,4%","0,0%","0,0%","0,0%","0,0%","['Baumanagement, Bachelor, Master', 'Baumanagement für Bauingenieure, Master', 'Betriebswirtschaftslehre, Bachelor of Arts, Master of Arts', 'Immobilienwirtschaft, Bachelor, Master', 'Industrielles Bauen, Bachelor, Master']"
646,a-2506,"Ostbayerische Technische Hochschule Amberg-Weiden, Studienort Weiden",Weiden,92637,Bayern,Hetzenrichter Weg 15,staatlich,NaN,1994,49.67008290000, 12.17687420000,"0,0%","21,9%","0,0%","9,4%","9,4%","53,1%","0,0%","6,3%","0,0%","0,0%","[', Bachelor of Arts, Master of Arts', 'Angewandte Wirtschaftspsychologie, Master of Arts', 'Angewandte Wirtschaftspsychologie, Bachelor of Arts', ', Bachelor of Science, Master of Science', ', Master of Business Administration', ', Master of Arts', ', Bachelor of Arts', ', Master of Business Administration', ', Bachelor of Arts', ', Master of Arts', ', Master of Arts', ', Bachelor of Arts', ', Master of Arts', ', Bachelor of Arts', ', Bachelor of Science, Master of Science', ', Master of Business Administration', ', Master of Engineering', ', Master of Laws', ', Bachelor of Engineering, Master of Science', ', Bachelor of Science', ', Master of Laws', 'Angewandte Wirtschaftspsychologie, Master of Business Administration', 'Angewandte Wirtschaftspsychologie (berufsbegleitend), Master of Engineering', 'Betriebswirtschaft, Bachelor of Engineering', 'Digital Business, Master of Engineering']"
647,a-198,Ostbayerische Technische Hochschule Regensburg (OTH Regensburg),Regensburg,93049,Bayern,Prüfeninger Straße 58,staatlich,9636,1971,49.01680120000, 12.07045930000,"0,0%","33,3%","20,0%","8,0%","8,0%","22,7%","0,0%","6,7%","1,3%","0,0%","[', Master of Science', 'Applied Research in Engineering Sciences, Master of Science', 'Elektro- und Informationstechnik, Bachelor of Arts, Master of Arts', ', Master of Engineering', ', Bachelor of Engineering, Master of Engineering', ', Bachelor of Arts', ', Master of Arts', ', Master of Arts', ', Bachelor of Arts, Master of Arts', ', Master of Arts', ', Bachelor of Science', ', Master', ', Master of Engineering', ', Bachelor of Engineering, Master of Engineering', ', Master of Science', ', Bachelor of Arts, Master of Arts', ', Bachelor of Engineering', ', Bachelor of Arts', ', Master of Arts', ', Master of Arts', ', Master of Engineering', ', Bachelor of Arts', ', Bachelor of Science, Master of Science', ', Master of Engineering', ', Bachelor of Engineering', ', Master', ', Bachelor of Arts', 'Advanced Nursing Practice, Bachelor of Science', 'Applied Research in Engineering Sciences, Master of Arts', 'Architektur, Master of Engineering', 'Automotive Electronics (berufsbegleitend), Bachelor of Science', 'Bauingenieurwesen, Bachelor of Engineering, Master of Science', 'Betriebswirtschaft, Master of Business Administration', 'Betriebswirtschaft - FACT, Bachelor of Science, Master of Science', 'Betriebswirtschaft - Marketing, Bachelor of Engineering', 'Betriebswirtschaft (berufsbegleitend), Bachelor of Arts', 'Betriebswirtschaft- Marketing, Master of Science', 'Biomedical Engineering, Bachelor of Science', 'Digital Entrepreneurship, Bachelor of Arts', 'Electrical and Microsystems Engineering, Bachelor of Science', 'Elektro- und Informationstechnik, Bachelor of Arts', 'Elektromobilität und Energienetze, Bachelor of Science', 'Europäische Betriebswirtschaft, Bachelor of Engineering', 'Gebäudeklimatik, Bachelor of Engineering', 'Hebammenkunde, Bachelor of Arts', 'Historische Bauforschung, Master of Arts', 'Human Resource Management, Bachelor of Arts', 'Industrial Engineering, Bachelor of Arts', 'Industriedesign, Bachelor of Engineering', 'Informatik, Bachelor of Science, Master of Science', 'Informationstechnologie (berufsbegleitend), Bachelor of Engineering', 'Intelligent Systems Engineering, Bachelor of Science, Master of Science']"
648,a-453,Universität Regensburg,Regensburg,93053,Bayern,Universitätsstraße 31,staatlich,20482,1962,49.00323790000, 12.09769340000,"0,0%","1,4%","10,5%","2,4%","10,5%","10,5%","0,0%","33,0%","2,9%","28,7%","['Controlling, Master of Science', 'Südosteuropastudien, Master of Arts', ', Master of Arts', ', Bachelor of Arts, Master of Arts', 'Advanced Synthesis and Catalysis, Master of Arts', 'Allgemeine und Vergleichende Literaturwissenschaft, Bachelor of Arts', 'Allgemeine und Vergleichende Medienwissenschaft, Master of Arts', 'Allgemeine und Vergleichende Sprachwissenschaft, Bachelor of Arts', 'Alte Geschichte - Klassikstudien, Bachelor of Arts', 'Amerikanistik, Bachelor of Arts, Bachelor of Science, Master of Science', 'Angewandte Bewegungswissenschaft - Motion and Mindfulness, Bachelor of Arts, Master of Arts', 'Angewandte Bewegungswissenschaften, Bachelor of Science, Master of Science', 'Anglistik, Bachelor of Science', 'Betriebswirtschaftslehre, Master of Science', 'Bildende Kunst und Ästhetische Erziehung, Bachelor of Education, Master of Education, Staatsexamen', 'Biochemie, Master of Arts', 'Biologie, Bachelor of Science, Master of Science', 'Biologie (international), Bachelor of Education, Master of Education, Staatsexamen', 'Biologie (Lehramt), Master of Science', 'Britische Literatur- und Kulturwissenschaft, Master of Laws', 'Chemie, Bachelor of Science, Master of Science', 'Chemie (Lehramt), Master of Business Administration', 'Complex Condensed Materials and Soft Matter, Master of Arts', 'Compliance, Staatsexamen', 'Computational Science, Staatsexamen', 'Controlling, Bachelor of Arts', 'Demokratiewissenschaft, Bachelor of Arts', 'Deutsch (Lehramt), Bachelor of Arts', 'Deutsch als Zweitsprache (Lehramt), Bachelor of Arts', 'Deutsch-Französische Studien, Bachelor of Arts', 'Deutsch-Italienische Studien, Bachelor of Arts', 'Deutsch-Polnische Studien, Bachelor of Arts', 'Deutsch-Russische Studien, Master of Arts', 'Deutsch-Spanische Studien , Bachelor of Laws', 'Deutsch-Tschechische Studien , Staatsexamen', 'Deutsche Philologie, Master of Arts', 'Digital Humanities, Bachelor of Arts', 'Digital Law, Bachelor of Arts, Master of Arts', 'Englisch (Lehramt), Master of Arts', 'Englische Linguistik, Staatsexamen', 'Englische Sprachwissenschaft, Master of Arts', 'Erziehungswissenschaft, Master of Arts', 'Erziehungswissenschaft (Finnish-German Master Program in Education), Staatsexamen', 'Ethik (Lehramt), Bachelor of Arts', 'Europäisch-Amerikanische Studien, Master of Business Administration', 'European Studies, Staatsexamen', 'Evangelische Religionslehre (Lehramt), Bachelor of Arts', 'Evangelische Theologie, Master of Arts', 'Executive MBA Real Estate, Bachelor of Arts', 'Französisch (Lehramt), Master of Arts', 'Französische Philologie, Staatsexamen', 'Germanistik, Staatsexamen', 'Geschichte, Bachelor of Arts, Master of Arts', 'Geschichte - Europäische Gesellschaften im Wandel, Master of Arts', 'Geschichte (Lehramt), Master of Laws', 'Griechisch (Lehramt), Staatsexamen', 'Griechische Philologie, Bachelor of Science, Master of Science', 'Historische Musikwissenschaft, Bachelor of Arts, Master of Arts', 'Human Resource Management, Bachelor of Arts', 'Humanmedizin, Master, Master of Arts', 'Immobilienwirtschaft, Bachelor of Science, Master of Science', 'Informationswissenschaft, Staatsexamen', 'Interdisziplinäre Deutsch-Russische Studien, Bachelor of Arts', 'Interkulturelle Europa-Studien, Staatsexamen', 'Internationale Volkswirtschaftslehre, Magister', 'Italienisch (Lehramt), Bachelor of Arts', 'Italienische Philologie, Bachelor of Arts, Master of Arts', 'Katholische Religionslehre (Lehramt), Master of Arts', 'Katholische Theologie, Master of Arts', 'Klassik-Studien, Staatsexamen', 'Klassische Archäologie, Bachelor of Arts, Master of Arts', 'Kriminologie und Gewaltforschung, Staatsexamen', 'Kulturgeschichtliche Mittelalterstudien, Bachelor of Arts', 'Kunst (Lehramt), Master of Arts', 'Kunstgeschichte, Master of Laws', 'Latein (Lehramt), StEx. Lehramt Förderschule, StEx. Lehramt Grundschule, StEx. Lehramt Gymnasium, StEx. Lehramt Mittelschule, StEx. Lehramt Realschule', 'Lateinische Philologie, Bachelor of Science, Master of Science', 'Leadership for Change, Bachelor of Education, Master of Education, Staatsexamen', 'Legal Tech, Master of Science', 'Lehramt, Bachelor of Arts, Master of Science', 'Mathematik, Staatsexamen', 'Mathematik (Lehramt), Bachelor of Arts', 'Medicinal Chemistry, Master of Arts', 'Medieninformatik, Bachelor of Science, Master of Science', 'Medienpädagogik (Lehramt), Staatsexamen', 'Medienwissenschaft, Bachelor of Arts', 'Mehrsprachigkeit und Regionalität, Bachelor of Science, Master of Science', 'Molekulare Medizin, Staatsexamen', 'Musik (Lehramt), Master of Arts', 'Musikwissenschaft, Master of Arts', 'Nanoscience, StEx. Lehramt Förderschule', 'Naturwissenschaft und Technik (Lehramt), StEx. Lehramt Förderschule', 'Ost-West-Studien, StEx. Lehramt Förderschule', 'Osteuropastudien, Master of Arts', 'Pädagogik bei geistiger Behinderung (Lehramt), Staatsexamen', 'Pädagogik bei Verhaltensstörungen (Lehramt), Bachelor of Arts, Master of Arts', 'Pädagogik im sonderpädagogischen Schwerpunkt Lernen (Lehramt), Staatsexamen', 'Perimortale Wissenschaften: Sterben, Tod und Trauer, Bachelor of Science, Master of Science', 'Pharmazie, Bachelor of Education, Master of Education, Staatsexamen', 'Philosophie, Bachelor of Science, Master of Science', 'Philosophie / Ethik (Lehramt), Bachelor of Arts', 'Physik, Bachelor of Arts', 'Physik (Lehramt), Bachelor of Science, Master of Science', 'Physik Forschungsstudiengang, Master of Arts', 'Politikwissenschaft, Staatsexamen', 'Polnische Philologie, Master of Arts', 'Psychologie, Staatsexamen', 'Public History und Kulturvermittlung, Bachelor of Arts', 'Rechtswissenschaft, Master of Arts', 'Romanische Kulturräume, Staatsexamen', 'Russisch (Lehramt), Staatsexamen', 'Russische Philologie, Bachelor of Arts', 'Slavistik, Master of Arts', 'Sozialkunde (Lehramt), Staatsexamen', 'Spanisch (Lehramt), Bachelor of Arts', 'Spanische Philologie, Bachelor of Arts', 'Speech, Communication and Rhetoric, Bachelor', 'Sport (Lehramt), Bachelor of Arts', 'Südosteuropastudien, Bachelor of Arts, Master of Arts', 'Südslavische Philologie, Bachelor of Arts, Bachelor of Science, Master of Science', 'Tschechisch (Lehramt), Bachelor of Arts, Master of Arts', 'Tschechische Philologie, Bachelor of Science, Master of Science', 'Vergleichende Kulturwissenschaft, Bachelor of Science, Master of Science', 'Volkswirtschaftslehre, Bachelor of Arts, Master of Arts', 'Vor- und Frühgeschichte, Staatsexamen']"
649,a-2501,Hochschule für Katholische Kirchenmusik und Musikpädagogik,Regensburg,93059,Bayern,Andreasstrasse 9,kirchlich,63,2001,49.02499070000, 12.09884660000,"0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","92,9%","7,1%","['Dirigieren / Chorleitung, Bachelor, Master', 'Gesangspädagogik, Bachelor', 'Gregorianik, Master', 'Instrumentalpädagogik, Bachelor', 'Kirchenmusik, Bachelor, Master', 'Konzertfach, Bachelor, Master', 'Liturgiegesang, Master', 'Musikpädagogik, Master', 'Musiktheorie / Kirchenmusikalische Komposition, Master', 'Schulmusik (Lehramt), Staatsexamen']"
650,a-451,Universität Passau,Passau,94032,Bayern,Innstraße 41,staatlich,11294,1978,48.56691980000, 13.45043700000,"0,0%","0,0%","12,7%","1,6%","14,3%","17,5%","0,0%","23,8%","1,6%","28,6%","['Veranstaltungshinweise, Master of Science', 'Veranstaltungshinweise, Master of Arts', 'Artificial Intelligence Engineering, Master of Business Administration', 'Bildungs- und Erziehungsprozesse, Bachelor of Science', 'Business Administration, Master of Arts', 'Business Administration and Economics, Master of Science', 'Caritaswissenschaft und werteorientiertes Management, Staatsexamen', 'Computational Mathematics, Master of Business Administration', 'Deutsch (Lehramt), Master of Laws', 'Deutsch Französischer Master in Business Administration und Marketing (Double Degree), Master of Arts', 'Deutsches Recht für ausländische Studierende, Bachelor of Science', 'Development Studies, Staatsexamen', 'Digital Transformation in Business and Society, Bachelor of Arts, Master of Arts', 'Englisch (Lehramt), Bachelor of Arts', 'Europäische Studien / European Studies, Staatsexamen', 'European Studies Major, Staatsexamen', 'Französisch (Lehramt), Master of Arts', 'Geographie (Lehramt), Staatsexamen', 'Geographie: Kultur, Umwelt und Tourismus, Bachelor of Arts, Master of Arts', 'Geschichte (Lehramt), Bachelor of Arts, Master of Arts', 'Governance & Public Policy - Staatswissenschaften, Bachelor of Science, Master of Science', 'Historische Wissenschaften, Staatsexamen', 'Informatik, Master of Arts', 'Informatik (Lehramt), Bachelor of Science', 'International Economics and Business, Bachelor of Arts', 'Internet Computing, Staatsexamen', 'Journalistik und Strategische Kommunikation, Master of Arts', 'Katholische Religionslehre (Lehramt), Bachelor of Arts, Master of Arts', 'Kommunikation in der digitalen Gesellschaft, Staatsexamen', 'Kulturwirtschaft / International Cultural and Business Studies, Staatsexamen', 'Kunst (Lehramt), Bachelor of Laws', 'Kunsterziehung (Lehramt), Staatsexamen', 'Legal Tech, Staatsexamen', 'Lehramt an Grundschulen, Staatsexamen', 'Lehramt an Gymnasien, Staatsexamen', 'Lehramt an Mittelschulen, Bachelor of Education', 'Lehramt an Realschulen, Bachelor of Science', 'Lehramtsbezogener Bachelorstudiengang Realschule, Staatsexamen', 'Mathematik, Bachelor of Arts, Master of Arts', 'Mathematik (Lehramt), Doctor of Philosophy', 'Medien und Kommunikation, Staatsexamen', 'Multimedia, Distributed and Pervasive Secure Systems, Master of Arts', 'Rechtswissenschaft, Master of Education', 'Russian and East Central European Studies, Staatsexamen', 'Schulische Bildungs- und Erziehungsprozesse, Staatsexamen', 'Sozialkunde (Lehramt), Bachelor of Arts', 'Sport (Lehramt), Master of Arts', 'Sprach- und Textwissenschaften, Bachelor of Science, Master of Science', 'Text- und Kultursemiotik, Staatsexamen']"
651,a-5691,Athanor Akademie – Fachakademie für Darstellende Kunst,Passau,94034,Bayern,Schulbergstr. 30,privat,45,1995,48.58503260000, 13.49670000000,"0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","100,0%","0,0%","0,0%","['Schauspiel, Diplom']"
652,a-108,Technische Hochschule Deggendorf,Deggendorf,94469,Bayern,Dieter-Görlitz-Platz 1,staatlich,7230,1994,48.82953320000, 12.95459170000,"0,0%","28,8%","21,3%","10,0%","8,8%","25,0%","0,0%","5,0%","1,3%","0,0%","[', Bachelor of Engineering, Master of Science', 'Veranstaltungshinweise, Master of Science', 'Angewandte Informatik / Infotronik, Bachelor of Arts', ', Bachelor of Science', ', Bachelor of Science', ', Master of Science', ', Bachelor of Science', ', Master of Science', ', Master of Engineering', ', Master of Engineering', ', Master of Engineering', ', Bachelor of Engineering', ', Master of Arts', ', Bachelor of Arts', ', Bachelor of Arts', ', Bachelor of Science', ', Master of Engineering', ', Master of Engineering', ', Master of Science', ', Bachelor of Engineering', ', Bachelor of Engineering, Master of Science', ', Bachelor of Engineering', ', Master of Business Administration', ', Bachelor of Science', ', Master of Arts', ', Bachelor of Science', ', Master of Engineering', ', Master of Science', ', Master of Arts', ', Bachelor of Engineering', ', Bachelor of Science', ', Bachelor of Engineering', ', Bachelor of Arts', ', Master of Arts', ', Bachelor of Arts', ', Bachelor of Science', ', Master of Science', ', Master of Arts', ', Bachelor of Science', ', Bachelor of Engineering, Master of Engineering', ', Bachelor of Engineering', ', Bachelor of Engineering', ', Master of Engineering', ', Bachelor of Engineering', ', Master of Engineering', ', Bachelor of Arts', ', Bachelor of Science', ', Bachelor of Arts', ', Bachelor of Science', ', Bachelor of Science', ', Master of Arts', ', Master of Arts', ', Bachelor of Arts', ', Master', ', Bachelor of Engineering', ', Master of Engineering', ', Bachelor of Engineering', ', Bachelor', ', Bachelor of Engineering', ', Master of Business Administration', ', Bachelor of Science, Master of Science', ', Bachelor of Science', ', Bachelor of Engineering']"
653,a-166,Hochschule Hof,Hof,95028,Bayern,Alfons-Goppel-Platz 1,staatlich,3700,1994,50.32535800000, 11.94104070000,"0,0%","21,6%","15,7%","2,0%","3,9%","49,0%","0,0%","2,0%","5,9%","0,0%","['Veranstaltungshinweise, Master of Science', 'Veranstaltungshinweise, Bachelor of Arts', 'Applied Research in Computer Science, Bachelor of Arts', 'Betriebswirtschaft, Master of Business Administration, Master of Laws', 'Betriebswirtschaft (berufsbegleitend), Bachelor of Science', 'Compliance, IT und Datenschutz (berufsbegleitend), Bachelor of Arts', 'Computer Science International, Master of Arts', 'Design und Mobilität, Bachelor of Arts', 'Digitale Transformation (berufsbegleitend), Bachelor of Arts', 'Digitale Verwaltung (berufsbegleitend), Master of Arts', 'Digitale Wirtschaft (berufsbegleitend), Bachelor of Engineering', 'Einkauf & Logistik / Supply Chain Management (berufsbegleitend), Master of Business Administration', 'Elektrotechnik, Master of Arts', 'General Management, Bachelor of Science, Master of Science', 'Global Management, Bachelor of Science', 'Informatik, Bachelor of Engineering', 'Innovative Gesundheitsversorgung, Bachelor of Arts', 'Innovative Textilien, Master of Arts, Master of Engineering', 'Internationales Management, Bachelor of Arts', 'Internationales Projektmanagement, Master of Science', 'Kommunikationsdesign, Master of Science', 'Logistik, Bachelor of Engineering, Master of Engineering', 'Marketing Management, Bachelor of Science', 'Maschinenbau, Bachelor of Science', 'Medieninformatik, Master of Business Administration, Master of Engineering', 'Mobile Computing, Master of Arts, Master of Laws', 'Operational Excellence, Master of Engineering', 'Personal und Arbeit, Master of Business Administration, Master of Engineering', 'Software Engineering for industrial Applications, Master of Engineering', 'Sustainability Management, Master of Engineering', 'Sustainable Textiles, Bachelor of Arts', 'Sustainable Water Management and Engineering, Bachelor of Engineering', 'Textildesign, Master of Engineering', 'Umweltingenieurwesen, Diplom', 'Verbundwerkstoffe, Bachelor of Engineering', 'Verwaltungsinformatik, Bachelor of Arts', 'Werkstofftechnik, Bachelor of Science', 'Wirtschafts- und Organisationssoziologie, Bachelor of Engineering', 'Wirtschaftsinformatik, Bachelor of Science', 'Wirtschaftsingenieurwesen, Bachelor of Laws']"
654,a-253,Hochschule für evangelische Kirchenmusik der Evangelisch-Lutherischen Kirche in Bayern,Bayreuth,95444,Bayern,Wilhelminenstraße 9,kirchlich,29,2000,49.93934740000, 11.57265940000,"0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","0,0%","100,0%","0,0%","['Dirigieren / Chorleitung, Bachelor of Music', 'Evangelische Kirchenmusik, Bachelor of Music, Master of Music', 'Instrumental-/ Vokalpädagogik, Master of Music', 'Klavierpädagogik, Bachelor of Music', 'Künstlerisches Orgelspiel, Bachelor of Music, Master of Music', 'Musikleitung Instrumental/Vokal, Master of Music']"
655,a-424,Universität Bayreuth,Bayreuth,95447,Bayern,Universitätsstraße 30,staatlich,13497,1972,49.92622490000, 11.58515940000,"0,0%","11,1%","28,8%","2,0%","7,2%","16,3%","0,0%","22,2%","2,0%","10,5%","[', Bachelor of Arts, Master of Arts', 'Betriebswirtschaftslehre, Bachelor of Science, Master of Science', 'Elektrotechnik und Informationssystemtechnik, Bachelor of Arts', ', Master of Science', ', Bachelor of Education', ', Bachelor of Education, Master of Education', ', Bachelor of Science, Master of Science', ', Bachelor of Science', ', Master of Science', ', Master of Science', ', Master of Science', ', Bachelor of Science', ', Staatsexamen', ', Master of Science', ', Bachelor of Science', ', Staatsexamen', ', Bachelor of Science', ', Master of Science', ', Master of Science', ', Magister, Staatsexamen', ', Master of Arts', ', Master of Science', ', Bachelor of Science, Master of Science', ', Bachelor of Science', ', Master of Science', ', Bachelor of Science', ', Bachelor of Arts, Master of Arts', 'African Verbal and Visual Arts, Master of Science', 'Angewandte Informatik, Master of Science', 'Anglistik/Amerikanistik, Master of Arts', 'Automotive und Mechatronik, Master of Arts', 'Berufliche Bildung Fachrichtung Elektrotechnik, Master of Science', 'Berufliche Bildung, Fachrichtung Metalltechnik (Lehramt), Master of Science', 'Betriebswirtschaftslehre, Master of Science', 'Biochemie, Bachelor of Science, Master of Engineering', 'Biochemie und Molekulare Biologie, Bachelor of Arts', 'Biodiversität und Ökologie, Bachelor of Science', 'Biofabrication, Bachelor of Arts', 'Biologie, Bachelor of Science, Master of Science', 'Biologie (Lehramt), Bachelor of Arts', 'Biotechnologie und chemische Verfahrenstechnik (BCV), Bachelor of Arts', 'Chemie, Master of Arts', 'Chemie (Lehramt), Staatsexamen', 'Computational Mathematics, Master of Arts', 'Computer Science, Bachelor of Science, Master of Science', 'Computerspielwissenschaften, Master of Science', 'Deutsch (Lehramt), Master', 'Development Studies, Master of Arts', 'Digitalisierung & Entrepreneurship, Master of Business Administration', 'Economics, Master of Arts', 'Elektrotechnik und Informationssystemtechnik, Master of Science', 'Energietechnik, Bachelor of Science, Master of Science', 'Engineering Science, Bachelor of Education', 'Englisch (Lehramt), Master of Arts', 'Environmental Chemistry, Bachelor of Arts, Master of Arts', 'Environmental Geography, Bachelor of Arts', 'Etudes Francophones, Bachelor of Arts', 'European Interdisciplinary Master African Studies, Master', 'Experimental Geosciences, Staatsexamen', 'Finance and Information Management, Bachelor of Arts', 'Food Quality and Safety, Bachelor of Arts, Master of Arts', 'Geographie (Lehramt), Master of Arts', 'Geographie, Entwicklung und Afrika: Geographische Entwicklungsforschung Afrikas, Bachelor of Science, Master of Arts', 'Geographie: Gesellschaft und Umwelt, Master of Arts', 'Geographien internationaler Entwicklung, Fokus Afrika, Master of Arts', 'Geoökologie- und Umweltnaturwissenschaften, Master of Science', 'Germanistik, Master of Science', 'Geschichte, Bachelor of Science, Master of Science', 'Geschichte - History - Histoire, Bachelor of Science, Master of Science', 'Geschichte (Lehramt), Staatsexamen', 'Geschichte in Wissenschaft und Praxis, Master of Business Administration', 'Gesundheitsökonomie, Master of Arts', 'Global Change Ecology, Bachelor of Arts', 'Global Food, Nutrition and Health, Master of Science', 'Global History, Master of Arts', 'Healthcare Management (berufsbegleitend), Bachelor of Arts', 'History and Economics, Master of Science', 'Humangeographie - Stadt- und Regionalforschung, Master of Arts', 'Informatik, Bachelor of Arts, Master of Arts', 'Informatik (Lehramt), Bachelor of Education, Diplom, Master of Science', 'Intercultural Anglophone Studies, Staatsexamen', 'Interkulturelle Germanistik, Master of Science', 'Interkulturelle Studien / intercultural Studies, Bachelor of Science', 'Internationale Wirtschaft & Entwicklung, Bachelor of Laws', 'Internationale Wirtschaft & Governance, Bachelor of Laws, Staatsexamen', 'Jura, Bachelor of Laws', 'Kultur und Gesellschaft, Bachelor of Laws', 'Kultur und Gesellschaft Afrikas, Master of Arts', 'Kultur- und Sozialanthropologie, Master of Science', 'Lebensmittel - und Gesundheitswissenschaften, Bachelor of Arts', 'Literatur im kulturellen Kontext, Master of Arts', 'Literatur und Medien, Staatsexamen', 'Maschinenbau, Master of Business Administration', 'Materialchemie und Katalyse, Bachelor of Science, Master of Science', 'Materialwissenschaft und Werkstofftechnik, Master of Laws', 'Mathematik, Master of Science', 'Mathematik (Lehramt), Master of Arts', 'MBA Marketing & Sales Management, Bachelor of Arts', 'Medienkultur und Medienwirtschaft, Bachelor of Science, Master of Science', 'Medienwissenschaft und Medienpraxis, Master of Business Administration', 'Molekulare Ökologie, Bachelor of Science, Master of Science', 'Musik und Performance, Bachelor of Science, Master of Science', 'Musiktheaterwissenschaft, Bachelor of Education']"
